arr,dep
5.5,0.0
-13.6,-4.0
-8.5,-4.2
-6.5,0.0
-16.333333333333332,0.0
-11.333333333333334,0.0
-13.333333333333334,0.0
0.0,-4.375
0.0,-6.75
0.0,-4.5
-16.0,-4.428571428571429
-6.0,7.625
-9.6,-2.6666666666666665
-10.25,-1.0
-11.333333333333334,-3.888888888888889
-6.833333333333333,-5.333333333333333
-11.666666666666666,-1.6666666666666667
-15.8,-0.5
-12.2,-4.0
-12.4,-1.0
-4.666666666666667,-2.0
-15.75,10.333333333333334
0.0,0.0
0.0,3.8
-3.4,-4.0
-5.0,-6.0
0.0,-2.8
-24.0,-4.5
-5.2,-5.0
-15.0,0.0
-42.0,2.2
-18.8,1.5
-7.0,1.25
-2.0,-4.75
-10.142857142857142,-6.333333333333333
2.75,8.5
0.5,9.0
-7.25,8.0
-2.1666666666666665,15.5
-7.25,0.0
4.0,0.0
3.5,0.0
10.666666666666666,0.0
0.0,-3.2857142857142856
0.0,-3.0
0.0,-3.0
-22.0,-4.0
-16.6,1.8333333333333333
-13.0,-5.333333333333333
-21.75,-2.6666666666666665
3.5,1.5
-10.0,15.0
-10.333333333333334,1.6
-17.666666666666668,24.0
-6.25,0.5
-6.0,-3.5
0.4,-1.3333333333333333
-8.333333333333334,-4.666666666666667
-1.0,0.3333333333333333
-23.0,4.333333333333333
-0.7142857142857143,-1.0
-4.5,18.0
-12.0,3.0
0.0,13.0
6.0,-5.5
-14.5,0.0
7.2,8.0
3.3333333333333335,24.125
0.4,24.5
2.5,-5.0
3.5,0.0
1.0,0.0
10.833333333333334,0.0
6.0,0.0
14.5,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-0.6
0.0,-0.3333333333333333
0.0,-3.0
6.0,13.5
15.0,-3.0
17.0,10.666666666666666
-2.0,-0.8333333333333334
9.0,-4.4
8.0,-1.5
-12.5,12.333333333333334
16.8,-2.0
-2.5,30.0
-11.25,-0.5
11.25,-3.5
-4.0,-3.6666666666666665
-13.0,0.0
-18.0,11.2
-2.4,3.3333333333333335
-8.333333333333334,30.0
3.0,-1.25
-4.0,9.0
-5.2,7.166666666666667
-16.0,1.0
0.0,0.6
-3.0,11.25
3.2,12.5
9.0,-2.5
3.375,14.333333333333334
-21.666666666666668,15.5
7.0,-4.0
7.0,30.0
6.2,7.6
6.5,0.0
17.666666666666668,0.0
11.333333333333334,0.0
0.3333333333333333,0.0
0.0,7.875
0.0,0.125
0.0,-3.0
11.25,-0.2857142857142857
0.6666666666666666,1.125
2.8,4.0
-0.125,-0.6666666666666666
-8.0,2.7777777777777777
-4.666666666666667,-2.0
0.6666666666666666,-3.0
-7.0,-1.5
-10.2,-7.0
-13.6,2.0
-12.0,-4.166666666666667
-12.5,12.0
-13.0,3.0
-3.0,14.2
2.8,-1.6666666666666667
-4.333333333333333,-2.0
1.0,0.6
-17.0,3.25
2.2,4.0
-7.0,-1.25
-28.0,-5.833333333333333
-15.6,5.666666666666667
-1.5,-0.5
-4.2,-4.0
-5.285714285714286,-5.0
-4.5,-7.0
-38.0,-5.0
-12.333333333333334,-6.0
-13.0,1.5
-16.0,0.0
-15.0,0.0
-0.3333333333333333,0.0
-13.666666666666666,0.0
0.0,0.8571428571428571
0.0,-5.625
0.0,-3.5
-6.333333333333333,-0.42857142857142855
-19.0,-3.5714285714285716
0.2,-0.3333333333333333
-15.375,-3.0
-10.833333333333334,-4.666666666666667
-9.8,-3.3333333333333335
-21.666666666666668,-4.0
-12.8,0.0
-9.2,-4.0
-11.8,-3.0
-13.666666666666666,-3.3333333333333335
-20.5,-4.0
-18.0,-3.0
-3.0,-4.4
-10.6,7.333333333333333
-12.666666666666666,-4.0
-11.25,1.8
-7.0,2.0
-13.6,5.666666666666667
-3.0,-5.25
-20.0,2.8333333333333335
2.8,1.6666666666666667
-11.333333333333334,-4.833333333333333
-2.3333333333333335,-1.6666666666666667
4.0,-7.0
-9.5,-0.25
1.5,-5.0
-8.2,-3.0
-9.4,-1.2
-6.5,0.0
-20.0,0.0
-15.0,0.0
-5.666666666666667,0.0
0.0,-3.142857142857143
0.0,-0.625
0.0,-4.0
0.25,-3.2857142857142856
9.0,0.0
-6.5,-4.0
-3.0,-1.3333333333333333
-1.3333333333333333,-4.111111111111111
-9.8,-4.666666666666667
-11.0,-1.6666666666666667
-9.2,-5.5
-18.4,1.0
-12.6,1.0
-11.333333333333334,1.5
-17.25,-5.5
-15.666666666666666,11.0
-9.0,-5.0
-1.6,0.6666666666666666
3.3333333333333335,-4.5
-8.5,-3.0
-2.5,1.5
-16.8,5.5
8.0,3.5
-38.0,-5.666666666666667
-12.4,7.0
-19.0,5.833333333333333
1.0,-5.666666666666667
-4.0,9.0
-9.75,-3.125
-19.5,30.0
1.0,-2.0
-2.0,-2.6
-7.75,0.0
-19.333333333333332,0.0
-13.333333333333334,0.0
11.0,0.0
0.0,0.625
0.0,-2.75
0.0,-4.0
1.25,-3.5714285714285716
-22.666666666666668,-2.5
-15.2,-1.3333333333333333
-9.75,-4.333333333333333
-12.666666666666666,-4.555555555555555
-21.0,-4.666666666666667
-28.333333333333332,-3.6666666666666665
-11.8,-4.5
-10.4,-3.0
-13.0,-4.0
-10.666666666666666,0.8333333333333334
-12.5,-3.0
-16.666666666666668,-3.0
-6.0,-5.0
-11.8,-1.6666666666666667
5.0,12.0
-3.3333333333333335,-1.4
-21.5,0.25
-15.6,0.16666666666666666
-8.0,14.75
-36.0,-2.1666666666666665
-12.2,2.6666666666666665
-4.666666666666667,3.4
4.333333333333333,-3.4
-6.571428571428571,-1.0
-10.75,12.625
-14.0,-3.0
-6.0,-4.0
0.8333333333333334,-4.8
-1.0,0.0
-2.3333333333333335,0.0
-6.0,0.0
-13.0,0.0
0.0,-0.25
0.0,-0.375
0.0,-1.5
-8.5,-2.0
-13.0,-2.0
-5.0,1.0
-8.375,0.3333333333333333
-11.0,-1.1111111111111112
-6.5,-2.6666666666666665
-14.666666666666666,0.0
-9.0,3.0
-8.4,-5.0
-11.4,27.0
-6.333333333333333,9.5
-10.5,8.75
-8.0,-4.0
-6.0,-2.4
0.0,17.0
27.0,-2.0
-3.75,3.2
-11.5,16.5
-4.0,-2.3333333333333335
20.0,-3.0
-5.0,14.833333333333334
2.2,-4.666666666666667
10.5,10.833333333333334
-4.833333333333333,2.75
4.142857142857143,-6.0
-0.25,12.5
2.0,0.0
0.3333333333333333,5.0
-2.3333333333333335,7.4
12.75,0.0
8.333333333333334,0.0
-11.0,0.0
9.333333333333334,0.0
0.0,-3.857142857142857
0.0,-5.0
0.0,-3.0
-12.0,-5.0
-6.4,-5.0
1.0,-3.6666666666666665
-12.25,0.4444444444444444
-20.0,-4.0
-8.5,-3.0
-9.833333333333334,-1.4
-13.333333333333334,-1.0
-7.25,15.0
-13.0,6.25
-4.6,4.0
-9.333333333333334,-6.333333333333333
-23.0,11.0
-15.0,-2.6666666666666665
-1.1666666666666667,16.0
10.5,-4.0
2.5,-3.0
0.0,0.2222222222222222
-1.3333333333333333,-12.0
-4.0,4.0
2.2,-5.5
-7.75,4.125
2.6,-1.0
-4.0,30.0
-14.666666666666666,0.0
6.0,0.0
-1.8333333333333333,0.0
-31.0,0.0
-19.5,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.6
0.0,-4.0
0.0,0.0
30.0,-0.75
-4.5,-5.333333333333333
1.0,-5.333333333333333
-16.0,-2.6
-6.0,-5.833333333333333
-6.571428571428571,-2.0
-21.5,-1.0
-8.2,-2.0
-16.5,-3.0
-14.0,-5.75
-5.0,6.0
-2.0,-1.3333333333333333
-10.0,0.0
-8.5,4.2
-9.0,2.5
-1.0,25.0
4.0,13.75
-10.5,3.0
-5.0,-1.6
20.0,-4.333333333333333
-27.0,-4.8
-8.75,-9.5
6.666666666666667,-0.75
-5.333333333333333,1.5
-6.428571428571429,-5.333333333333333
-17.666666666666668,8.875
12.0,-2.0
-0.4,0.0
-14.8,1.4
-4.25,0.0
-10.333333333333334,0.0
13.666666666666666,0.0
-16.666666666666668,0.0
0.0,-3.25
0.0,-0.14285714285714285
0.0,-4.0
0.25,0.2857142857142857
-13.0,-0.875
-4.8,0.0
-15.25,-2.6666666666666665
-7.2,1.6
-9.166666666666666,9.0
-18.666666666666668,-0.3333333333333333
-10.0,4.0
-3.3333333333333335,30.0
-9.8,15.0
10.666666666666666,9.666666666666666
-6.25,-3.5
-4.333333333333333,-8.0
-10.0,4.0
16.2,5.0
-1.3333333333333333,30.0
-7.333333333333333,4.8
1.6666666666666667,4.0
-14.0,3.1666666666666665
7.0,1.0
-20.0,12.0
6.0,7.333333333333333
-3.0,-2.6666666666666665
3.3333333333333335,6.0
5.857142857142857,21.0
-6.5,3.375
3.0,1.0
-3.5,-3.0
8.2,-5.6
2.0,0.0
-3.6666666666666665,0.0
-13.666666666666666,0.0
-10.333333333333334,0.0
0.0,-2.125
0.0,-4.75
0.0,12.5
-1.5,-1.8571428571428572
5.0,0.2857142857142857
-7.2,-2.0
-4.5,-1.0
-9.666666666666666,9.333333333333334
-0.4,-3.0
-13.0,8.666666666666666
-12.0,0.0
-5.0,3.0
8.2,-2.0
4.333333333333333,-1.3333333333333333
3.25,12.75
0.5,0.0
-15.0,-2.6
2.0,2.0
0.3333333333333333,29.0
3.0,2.4
-9.0,2.25
-12.4,2.8333333333333335
-5.0,3.25
-32.0,-0.5
2.4,6.666666666666667
1.3333333333333333,-0.8333333333333334
4.333333333333333,-1.3333333333333333
0.14285714285714285,13.0
-2.0,3.125
-14.0,-5.0
-5.8,-2.0
-11.8,-6.6
4.25,0.0
6.666666666666667,0.0
-9.666666666666666,0.0
-16.666666666666668,0.0
0.0,13.666666666666666
0.0,15.714285714285714
0.0,30.0
30.0,30.0
23.0,12.833333333333334
30.0,0.0
25.666666666666668,29.333333333333332
30.0,8.6
23.5,12.5
24.5,21.666666666666668
25.666666666666668,10.0
30.0,-3.0
13.0,-2.0
30.0,13.333333333333334
13.666666666666666,14.5
14.0,0.0
3.0,-0.6
10.8,-1.0
15.0,-3.0
11.5,-3.0
-2.0,2.5
-3.0,5.0
-1.0,6.5
-26.0,0.4
-9.0,7.666666666666667
1.6666666666666667,-3.3333333333333335
12.333333333333334,-6.333333333333333
-1.1666666666666667,11.333333333333334
0.5,-0.25
-14.5,-5.0
-4.6,-4.0
2.6666666666666665,-7.8
1.0,0.0
-12.0,0.0
-6.0,0.0
-5.333333333333333,0.0
0.0,-4.5
0.0,-1.25
0.0,-1.0
-10.5,1.2857142857142858
17.666666666666668,-3.0
-8.6,-3.6666666666666665
-5.5,-2.0
-4.833333333333333,-3.0
0.16666666666666666,-7.666666666666667
-20.333333333333332,-2.0
-7.8,-3.5
1.6,-2.0
-9.0,-3.0
-2.3333333333333335,13.166666666666666
-15.0,0.5
0.0,10.0
-11.0,5.6
1.4,4.0
6.333333333333333,0.0
-2.75,6.2
-7.5,1.5
5.2,9.333333333333334
-1.0,7.75
-34.0,3.5
-2.8,-3.3333333333333335
3.6666666666666665,24.333333333333332
7.833333333333333,4.25
6.714285714285714,9.666666666666666
0.75,-0.5
-16.5,-6.0
15.666666666666666,-4.0
5.333333333333333,-2.75
1.0,0.0
-12.666666666666666,0.0
-8.333333333333334,0.0
-10.0,0.0
0.0,11.857142857142858
0.0,17.0
0.0,30.0
21.5,30.0
2.6666666666666665,25.0
25.75,0.0
24.0,0.0
30.0,30.0
30.0,30.0
30.0,30.0
30.0,30.0
30.0,17.0
0.0,0.0
30.0,30.0
30.0,0.0
30.0,0.0
0.0,16.0
30.0,-6.0
30.0,0.0
30.0,-4.0
0.0,-5.5
0.0,14.333333333333334
0.0,0.0
0.0,30.0
-12.0,26.0
5.0,1.0
30.0,30.0
30.0,0.0
30.0,-7.0
0.0,0.0
26.333333333333332,-11.0
-6.0,0.0
0.0,0.0
0.0,0.0
-2.0,0.0
0.0,0.0
0.0,22.25
0.0,0.0
0.0,30.0
30.0,0.0
20.5,13.0
-5.0,30.0
0.0,5.5
0.0,13.0
27.0,2.0
-1.4,14.0
14.5,0.0
0.0,-3.0
-5.0,25.0
9.25,13.5
3.0,9.333333333333334
0.0,3.0
30.0,5.5
5.5,26.0
16.666666666666668,-2.0
-9.5,13.333333333333334
0.0,5.375
-13.0,-5.5
-2.0,-2.0
2.2,5.333333333333333
5.25,7.6
0.8,0.0
-5.5,-8.0
0.0,0.0
10.5,0.0
-6.25,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.6
0.0,-1.0
0.0,0.0
9.0,5.5
30.0,1.1666666666666667
30.0,6.0
-3.5,6.75
3.0,-2.25
12.428571428571429,0.0
-5.0,-2.5
6.0,-1.0
-2.0,-4.0
-6.666666666666667,0.0
-4.666666666666667,8.0
-18.0,-4.5
-14.0,30.0
-1.0,13.2
1.0,1.0
-7.5,0.0
2.0,-2.0
4.5,3.25
7.2,3.3333333333333335
-13.0,-4.5
-33.0,5.6
-9.333333333333334,4.0
-0.6,3.0
-6.75,-3.0
-4.285714285714286,6.333333333333333
-10.5,-4.25
1.5,-6.0
-11.833333333333334,10.0
1.5,-3.8
-16.5,0.0
-14.333333333333334,0.0
1.6666666666666667,0.0
-6.666666666666667,0.0
0.0,2.0
0.0,1.0
0.0,13.5
-7.75,14.333333333333334
-2.0,-1.125
-7.5,1.3333333333333333
-4.428571428571429,3.6666666666666665
4.8,2.25
-0.5,4.333333333333333
-4.666666666666667,-2.0
-9.0,-1.0
-6.6,14.0
-6.6,-1.0
-8.333333333333334,8.2
4.0,-2.5
-4.0,2.0
-16.0,5.8
-6.8,2.3333333333333335
4.666666666666667,30.0
-11.0,-0.75
-11.5,8.333333333333334
-9.0,-1.0
-6.0,5.75
-28.0,-3.8333333333333335
4.0,-5.5
-2.0,-1.8
3.0,-0.25
-12.285714285714286,-2.5
-14.75,-4.625
-14.0,2.0
-12.2,-4.0
-7.6,-5.6
-12.0,0.0
-9.0,0.0
-12.0,0.0
-11.333333333333334,0.0
0.0,1.0
0.0,-3.857142857142857
0.0,-6.5
-4.0,-4.0
-1.3333333333333333,-4.428571428571429
-9.0,-2.3333333333333335
-7.375,-1.6666666666666667
-8.0,-4.0
-14.6,7.333333333333333
-24.0,3.6666666666666665
-9.2,10.0
-16.166666666666668,-1.0
-16.4,-3.0
6.333333333333333,-5.2
1.6666666666666667,-4.5
-1.0,-11.0
-4.0,2.6
-11.6,-1.0
-5.333333333333333,5.0
-10.333333333333334,6.0
-22.0,5.5
-9.4,-2.6666666666666665
14.0,-5.0
-20.0,7.333333333333333
0.6,6.333333333333333
-10.333333333333334,-4.166666666666667
-10.833333333333334,-4.666666666666667
0.14285714285714285,6.0
7.25,-4.125
-7.5,-4.0
-9.8,-4.0
-2.4,-5.2
-15.5,0.0
-11.0,0.0
-8.0,0.0
-15.0,0.0
0.0,-4.571428571428571
0.0,-5.857142857142857
0.0,-6.0
-9.25,-3.4285714285714284
-7.0,0.5714285714285714
-15.75,-1.3333333333333333
-16.875,-4.0
-10.6,-4.888888888888889
-17.8,-3.0
-29.666666666666668,-2.6666666666666665
-10.4,-1.0
-15.4,5.0
-14.8,0.0
-7.666666666666667,-1.3333333333333333
-17.0,-5.75
-13.666666666666666,-1.0
-13.0,-3.6
-0.2,-1.6666666666666667
-0.3333333333333333,7.5
-11.75,-4.6
-14.0,6.25
-12.2,-3.1666666666666665
-18.0,-1.75
-36.0,-4.5
-16.0,7.666666666666667
-3.6666666666666665,0.6666666666666666
-8.0,-3.6666666666666665
-7.0,-5.666666666666667
-6.25,-5.375
-15.0,7.0
-11.4,-5.0
-5.333333333333333,-0.8
-21.0,0.0
-17.666666666666668,0.0
-2.0,0.0
-5.0,0.0
0.0,-5.25
0.0,-0.125
0.0,-7.0
-1.0,-3.7142857142857144
-12.333333333333334,-2.4285714285714284
6.2,-0.6666666666666666
-3.0,-5.0
-11.333333333333334,-5.0
-16.8,4.666666666666667
-28.333333333333332,-3.0
-7.2,-1.0
-13.2,-6.0
-13.6,-2.0
4.333333333333333,3.0
-17.75,-6.25
-20.5,-3.0
-16.0,-2.8
-9.2,-2.6666666666666665
5.333333333333333,-5.5
-11.75,-1.2
-10.5,-1.5
-25.6,1.3333333333333333
-1.0,0.0
-36.0,-0.6666666666666666
-14.2,7.333333333333333
-14.166666666666666,-1.5
-11.833333333333334,-1.0
-6.428571428571429,-4.333333333333333
-11.75,-2.5
-9.5,-2.0
-13.5,-3.0
-12.333333333333334,-3.6
-10.0,0.0
-23.666666666666668,0.0
-9.333333333333334,0.0
-4.666666666666667,0.0
0.0,-1.875
0.0,-5.125
0.0,-6.5
-1.5,-4.285714285714286
-7.333333333333333,3.75
-2.6,0.3333333333333333
-9.75,-4.0
-8.666666666666666,-4.777777777777778
-2.1666666666666665,-3.0
-18.666666666666668,5.0
-6.8,-4.0
-12.4,-3.0
-9.2,16.0
-6.333333333333333,-1.6666666666666667
-8.75,5.25
0.5,-5.0
-8.0,1.4
-7.0,15.0
-3.6666666666666665,19.5
4.5,5.2
9.5,0.25
-9.0,-0.16666666666666666
-3.0,-0.25
-29.0,-1.8333333333333333
1.0,-5.666666666666667
6.5,-3.3333333333333335
-3.6666666666666665,5.0
-4.285714285714286,-7.666666666666667
-12.75,-4.75
-16.0,-5.0
-5.0,-6.0
-12.166666666666666,-4.8
-12.25,0.0
-18.0,0.0
-15.666666666666666,0.0
-13.333333333333334,0.0
0.0,-4.571428571428571
0.0,-3.0
0.0,-4.0
-9.0,-5.0
-3.4,0.3333333333333333
-7.5,-3.0
-15.0,-4.222222222222222
-3.5,-4.5
-4.0,-4.0
-12.5,-4.2
-11.333333333333334,-3.5
-14.25,-4.5
-12.5,-2.75
-14.6,-5.0
-10.666666666666666,-6.666666666666667
-20.0,7.0
-6.0,-4.0
-14.428571428571429,-3.0
-10.75,-5.5
-7.5,0.3333333333333333
0.0,-4.25
-22.5,-8.0
-1.5,-3.5
-6.8,-2.0
-14.5,-2.7142857142857144
-9.8,-4.0
-21.5,-5.0
-19.0,0.0
-13.0,0.0
-11.666666666666666,0.0
-24.0,0.0
-11.5,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,-5.4
0.0,0.3333333333333333
0.0,-5.0
-20.0,-4.0
-11.0,-5.5
-29.5,-6.0
-14.5,-3.6
-14.0,-3.3333333333333335
-20.714285714285715,-3.5
-15.0,-5.0
-12.8,-9.0
-17.0,-5.0
-11.8,-4.5
-15.666666666666666,-2.25
-12.0,-0.6666666666666666
-17.5,-1.0
-15.0,-4.0
-13.2,-5.333333333333333
-10.333333333333334,-5.0
-10.0,-1.8
-16.5,8.5
-16.4,-1.6666666666666667
-16.0,-2.25
-27.0,-0.16666666666666666
-3.8,-4.666666666666667
-4.75,-3.3333333333333335
-4.571428571428571,-1.0
-9.625,-4.0
-17.0,-0.75
-10.0,8.0
-10.0,-5.0
-15.2,3.8
-14.25,0.0
-11.0,0.0
-17.0,0.0
3.0,0.0
0.0,-0.375
0.0,-0.25
0.0,4.0
-7.75,1.7142857142857142
-8.333333333333334,1.875
-4.2,-1.3333333333333333
-5.0,0.6666666666666666
-2.5,-2.4444444444444446
-13.166666666666666,-1.3333333333333333
-5.333333333333333,-1.0
-13.6,-4.0
-6.0,-5.0
-10.4,30.0
-10.0,1.3333333333333333
-9.5,-1.5
-4.0,30.0
-18.0,2.4
-3.4,4.0
3.3333333333333335,-3.5
-1.5,-3.0
18.5,-3.25
-14.8,-0.3333333333333333
-10.0,-4.333333333333333
-29.0,-2.4
-9.2,-1.0
3.0,-2.5
-15.4,9.333333333333334
-9.714285714285714,4.5
-8.333333333333334,1.1666666666666667
-13.5,-5.0
-1.4,-2.0
-9.666666666666666,-4.4
2.25,0.0
3.3333333333333335,0.0
-16.666666666666668,0.0
-18.333333333333332,0.0
0.0,-4.125
0.0,0.625
0.0,-5.5
-13.25,-3.0
-4.666666666666667,-2.6
-5.8,2.0
-7.125,-8.0
-18.6,1.0
-15.6,6.666666666666667
-16.0,0.3333333333333333
-3.8,-6.0
-8.4,-4.0
-9.8,1.0
-17.333333333333332,-1.6666666666666667
10.25,-3.0
-9.5,0.0
-14.0,-2.2
-9.8,-5.333333333333333
11.666666666666666,-6.5
-11.333333333333334,-4.0
-25.5,4.5
-8.6,-2.3333333333333335
-14.0,-5.333333333333333
-28.0,5.5
-8.0,16.333333333333332
-4.333333333333333,5.0
-4.0,17.5
-8.0,13.5
10.25,2.5
-6.5,-5.0
1.6,12.0
11.6,-7.5
0.0,0.0
1.3333333333333333,0.0
2.0,0.0
-12.333333333333334,0.0
0.0,-6.142857142857143
0.0,-6.0
0.0,-6.0
-19.5,6.285714285714286
-3.6666666666666665,-4.166666666666667
-12.0,-2.3333333333333335
-4.142857142857143,-6.333333333333333
-7.666666666666667,-4.333333333333333
-4.5,-4.0
-5.666666666666667,7.0
-8.8,-4.5
-16.4,-5.0
-14.6,0.0
-0.6666666666666666,6.0
0.75,4.75
-5.666666666666667,-8.0
-23.0,-3.2
-6.8,-0.3333333333333333
5.0,14.5
7.25,8.0
-23.0,-4.0
-9.8,-4.333333333333333
5.0,-7.333333333333333
-24.0,7.0
-10.4,-1.3333333333333333
1.8333333333333333,4.5
0.2,-2.0
2.2857142857142856,10.666666666666666
-3.0,-1.375
-6.5,-2.0
-8.4,-4.0
12.333333333333334,-5.2
-0.6666666666666666,0.0
0.6666666666666666,0.0
-13.333333333333334,0.0
-15.333333333333334,0.0
0.0,-0.25
0.0,-4.875
0.0,-4.0
-4.0,-1.0
-10.666666666666666,-4.5
-10.0,-1.6666666666666667
-6.5,3.3333333333333335
-9.5,-2.111111111111111
-10.333333333333334,7.0
-13.666666666666666,-3.6666666666666665
-11.0,16.0
-10.8,8.0
-13.8,6.0
2.6666666666666665,-2.0
-23.0,-4.0
-10.5,-1.0
-14.0,-0.8
-4.6,-2.6666666666666665
7.0,17.0
-10.75,-3.6
-14.0,-1.25
-9.8,2.3333333333333335
-11.0,0.3333333333333333
-19.0,-4.0
-14.8,0.0
1.1666666666666667,-3.1666666666666665
-2.8,-1.75
2.142857142857143,6.333333333333333
-14.666666666666666,20.25
-14.666666666666666,-10.0
-10.166666666666666,-8.0
5.5,-5.6
